コントロールカラム,商品グループコード,商品名,販売価格,定価,文言(HTML),カテゴリID,メーカー・ブランド,オプションタイトル,オプション選択肢,送料込フラグ,メール便可否,店舗引取可否,直送方法CD,出品フラグ,掲載開始日,商品メインファイル名,明細表示画像ファイル名,ポップ表示ファイル名,画像１ファイル名,画像２ファイル名,画像３ファイル名,画像４ファイル名,画像５ファイル名,画像６ファイル名,画像７ファイル名,画像８ファイル名,画像９ファイル名,画像１０ファイル名,画像１１ファイル名,画像１２ファイル名,画像１３ファイル名,画像１４ファイル名,画像１５ファイル名,画像１６ファイル名,画像１７ファイル名,画像１８ファイル名,画像１９ファイル名,画像２０ファイル名,タグ情報,検索タグ情報,キャッチコピー,ポイント率,割引率
"","testk0005","ステンプルーフ 005 エボニー ブラック 16L【株式会社コシイプレザービング】","27500","0","","105677","","","","0","0","0","","0","","testk0005-1.jpg","testk0005-1.jpg","testk0005-1.jpg","testk0005-1.jpg","testk0005-2.jpg","","","","","","","","","","","","","","","","","","","商品の左上＆検索","","","0","0.00"
