コントロールフラグ,商品番号,商品カテゴリ名,商品カテゴリID
n,8455,アンブロ,5999
n,8458,アンブロ,8457
n,8463,ラコステ,6000
n,8471,グラブ,8374
n,8472,バット,8374
n,8475,ボール,8474
n,8476,グラブ,8474
n,8478,ダンスキン,6621
n,8480,パラディーゾ,4975
n,8486,手袋,8374
n,8487,手袋,8372
n,8488,バット,8372
n,8489,バット,8373
n,8490,審判用品,8374
n,8493,ウィルソン,8182
n,8496,SALE バット,8214
n,8497,アシックス,8496
n,8499,ミズノ,5217
n,8500,ミズノ,5229
n,8502,ミズノ,5221
n,8503,ミズノ,5226
n,8504,ミズノ,5227
n,8507,ゼット,8494
n,8510,アシックス,7918
n,8511,ゼット,7918
n,8515,ゼット,7920
n,8522,ゼット,7924
n,8524,ゼット,8022
n,8526,ウェア,7908
n,8530,ウェア,8374
n,8534,SALE ユニフォーム・練習着,8380
n,8535,SALE キャップ・帽子,8380
n,8536,SALE Vジャン・ジャケット,8380
n,8537,SALE 樹脂底スパイク,8379
n,8540,SALE バッグ・ケース,8213
n,8541,SALE バットケース,8540
n,8542,SALE 硬式用グラブ,8378
n,8543,ミズノ,8381
n,8544,ミズノ,8534
n,8545,ミズノ,8535
n,8546,ミズノ,8536
n,8547,ミズノ,8537
n,8548,ミズノ,8538
n,8549,ミズノ,8539
n,8552,アンブロ,5902
n,8553,アンブロ,6900
n,8554,アンブロ,6902
n,8555,アンブロ,7148
n,8556,アンブロ,5917
n,8557,アンブロ,7305
n,8559,ヨネックス,5226
n,8560,ヨネックス,5227
n,8561,SALE トレーニングシューズ,8379
n,8562,ミズノ,8561
n,8563,ヨネックス,5223
n,8565,ラケット,8564
n,8567,ラケット,8566
n,8568,シューズ,8564
n,8570,ラケット,8569
n,8571,シューズ,8569
n,8573,ラケット,8572
n,8574,ラバー,8572
n,8575,ウェア,8572
n,8576,シャトル,8569
n,8577,ウェア,8564
n,8578,ウェア,8569
n,8579,ストリング,8564
n,8580,ストリング,8566
n,8581,ストリング,8569
n,8583,バッグ・ケース,8572
n,8584,シューズ,8572
n,8585,SALE ソックス・ストッキング,8380
n,8586,ミズノ,8585
n,8587,ザナックス,8585
n,8589,ラケット,8588
n,8591,ストリング,8588
n,8593,バッグ,8588
n,8594,ウェア,8588
n,8595,ラケット,5500
n,8596,シャトル,5500
n,8597,バッグ,5500
n,8598,ストリング,5500
n,8599,アクセサリ・小物,8588
n,8601,バッグ・ケース,8374
n,8604,キャッチャー用品,7498
n,8605,キャッチャー用品,7908
n,8606,キャッチャー用品,7825
n,8607,キャッチャー用品,8348
n,8611,シューズ,8610
n,8614,アリーナ,6616
n,8615,ゼット,8170
n,8616,SSK,8170
n,8617,プリンス,4651
n,8643,ウェア,8640
n,8644,ウェア,8641
n,8645,ウェア,8642
n,8646,ゴールキーパー,8640
n,8647,ボール,8640
n,8648,バッグ,8640
n,8649,スパイク・シューズ,8640
n,8650,アクセサリー,8640
n,8651,ボール,8641
n,8652,スパイク・シューズ,8641
n,8653,アクセサリー,8641
n,8654,バッグ,8642
n,8656,シューズ,8655
n,8658,シューズ,6963
n,8659,シューズ,6964
n,8660,シューズ,6966
n,8662,シューズ,8661
n,8663,シューズ,8657
n,8664,ウェア,8655
n,8667,アンブロ,6007
n,8668,ヘルメット・プロテクター,7122
n,8669,ヘルメット・プロテクター,7256
n,8670,フットガード,7349
n,8671,ヘルメット・プロテクター,7498
n,8672,ヘルメット・プロテクター,7908
n,8673,トレーニング用品,7122
n,8674,トレーニング用品,7825
n,8675,トレーニング用品,7498
n,8676,ウエイトトレーニング,8094
n,8679,シューズ,8677
n,8681,ミズノ,5997
n,8682,ミズノ,6000
n,8683,ミズノ,6004
n,8684,ミズノ,6006
n,8689,アカエム,11615
n,8690,ミズノ,6005
n,8691,ミズノ,6003
n,8692,ミズノ,6001
n,8693,ミズノ,5999
n,8694,ミズノ,5998
n,8696,ウェア,8695
n,8697,ウェア,6963
n,8699,バッグ,6963
n,8702,バッグ,6904
n,8704,アディダス,6998
n,8705,アディダス,7536
n,8707,アディダス,7657
n,8708,アディダス,7658
n,8709,アディダス,8176
n,8710,アディダス,6968
n,8712,アディダス,6970
n,8715,アディダス,7030
n,8719,アディダス,7036
n,8720,アディダス,7060
n,8723,アディダス,7069
n,8724,アディダス,7085
n,8725,アディダス,7086
n,8726,アディダス,7087
n,8727,アディダス,7088
n,8733,プーマ,5902
n,8735,ウェア,8734
n,8736,シューズ,8734
n,8738,スパイク・シューズ,8737
n,8740,シューズ,8739
n,8741,プーマ,6219
n,8742,バッグ,6218
n,8743,プーマ,7506
n,8744,バッグ,8734
n,8746,シューズ,8745
n,8747,ウェア,8745
n,8748,アクセサリー,8745
n,8753,ウェア,8752
n,8754,ウェア,6965
n,8755,アディダス,7653
n,8756,アディダス,7617
n,8757,アディダス,7618
n,8758,アディダス,7076
n,8761,シューズ,8760
n,8763,シューズ,8762
n,8765,ラケット,8764
n,8766,シューズ,8764
n,8767,バッグ,8764
n,8769,ラケット,8768
n,8771,ラケット,8770
n,8772,シューズ,8770
n,8773,ストリング,8764
n,8774,ダンロップ,6211
n,8777,大特価,8775
n,8778,バーゲン,8775
n,8779,ディアドラ,8776
n,8780,バボラ,8776
n,8781,ウィルソン,8776
n,8782,プリンス,8776
n,8783,ニューバランス,8776
n,8785,フィラ,8776
n,8786,パラディーゾ,8776
n,8787,ゴーセン,8776
n,8788,ダンロップ,8776
n,8789,スリクソン,8776
n,8790,エレッセ,8776
n,8792,シンプソン,8776
n,8794,アディダス,8777
n,8795,ウィルソン,8777
n,8796,エレッセ,8777
n,8797,ゴーセン,8777
n,8798,シンプソン,8777
n,8799,スリクソン,8777
n,8800,ダンロップ,8777
n,8801,ディアドラ,8777
n,8803,ナイキ,8777
n,8804,ニューバランス,8777
n,8805,バボラ,8777
n,8806,パラディーゾ,8777
n,8807,バルデマッチ,8777
n,8808,フィラ,8777
n,8809,プリンス,8777
n,8810,ホマ,8777
n,8812,ミズノ,8777
n,8813,ヨネックス,8777
n,8814,スリクソン,8778
n,8815,ダンロップ,8778
n,8816,ニューバランス,8778
n,8817,ヨネックス,8778
n,8818,ウィルソン,8778
n,8819,プリンス,8778
n,8820,バボラ,8778
n,8821,パラディーゾ,8778
n,8825,ウェア,7454
n,8826,バッグ,7454
n,8831,アクセサリー,6963
n,8832,レフェリーグッズ,6904
n,8837,ウェア,8836
n,8840,デサント,6998
n,8841,デサント,7536
n,8842,デサント,7617
n,8843,デサント,7618
n,8845,デサント,7650
n,8846,デサント,7653
n,8847,デサント,7657
n,8848,デサント,7658
n,8849,デサント,8170
n,8850,デサント,8176
n,8851,デサント,8182
n,8852,プーマ,5917
n,8854,シューズ,8853
n,8858,ラコステ,8422
n,8862,ニッタク,4864
n,8863,バタフライ,4864
n,8864,ニッタク,4881
n,8865,バタフライ,4881
n,8866,ミズノ,4864
n,8867,ミズノ,4881
n,8868,ウエア,5500
n,8873,ニューバランス,6219
n,8875,シューズ,8874
n,8877,シューズ,8876
n,8878,シューズ,5500
n,8879,ウィルソン,4649
n,8883,ニューバランス,8882
n,8885,シューズ,8884
n,8886,ローチェ,11623
n,8890,マルエス,8889
n,8891,ナイガイ,8889
n,8892,ケンコー,8889
n,8893,エボシールド,11615
n,8898,ローチェ,4972
n,8899,ローチェ,4973
n,8900,ローチェ,4974
n,8901,ローチェ,4975
n,8902,ローチェ,4982
n,8903,ローチェ,5142
n,8904,ローチェ,5146
n,8905,ローチェ,5147
n,8906,ローチェ,5615
n,8907,ローチェ,5141
n,8911,プ－マ,6678
n,8913,ボール,8912
n,8914,エプロン,8197
n,8915,アクセサリ・小物,8695
n,8917,デサント,7395
n,8920,デサント,7346
n,8921,バッグ・ケース,8836
n,8922,バット,8836
n,8923,グラブ,8836
n,8924,デサント,7323
n,8926,デサント,7325
n,8927,手袋,8836
n,8929,デサント,7030
n,8940,デサント,7076
n,8942,デサント,7085
n,8944,デサント,7087
n,8945,デサント,7088
n,8947,デサント,7100
n,8948,デサント,7102
n,8949,デサント,7103
n,8950,デサント,7104
n,8951,デサント,7105
n,8961,ヘルメット・プロテクター,8836
n,8962,アリーナ,6619
n,8964,トレーニング用品,8836
n,8967,SALE 硬式用バット,8377
n,8968,ザナックス,8967
n,8969,アクセサリ・小物,8572
n,8971,ルイスビルスラッガー,6998
n,8972,ゴーセン,5227
n,8973,スパッツィオ,8457
n,8974,スパッツィオ,5983
n,8975,エクシオン,11615
n,8976,アシックス,5227
n,8977,ヤサカ,4864
n,8982,TSP,4864
n,8983,エクシオン,4864
n,8984,エクシオン,4881
n,8985,TSP,4881
n,8986,ミズノ,5902
n,8987,ミズノ,5917
n,8989,シューズ,8988
n,8991,シューズ,8990
n,8994,マルチスポーツ SALE商品,4592
n,8995,SALE ウェア,8994
n,8997,デサント,8995
n,8998,アンブロ,8995
n,8999,ルコック,8995
n,9000,SALE ウェア,8215
n,9001,アンブロ,9000
n,9003,SALE ウェア,9002
n,9004,デサント,9003
n,9008,エクササイズ・フィットネス SALE商品,4592
n,9009,SALE ウェア,9008
n,9010,ダンスキン,9009
n,9011,ジェーンスタイル,9009
n,9012,アディダス,5997
n,9013,アディダス,6000
n,9015,プーマ,8995
n,9016,スキンズ,8995
n,9017,C3fit,8995
n,9018,アディダス,9000
n,9019,SALE ウェア,8226
n,9020,アディダス,9019
n,9026,お買い得アイテム,9024
n,9028,SALE ウェア,9027
n,9029,ラコステ,9028
n,9030,ラコステ,8777
n,9031,【使用しない】ミズノ,6007
n,9033,コーン・コーナーポイント・マーカー,8293
n,9034,ロット,9000
n,9036,SALE シューズ,8215
n,9048,ミズノ,6086
n,9049,ミズノ,6087
n,9050,ミズノ,6088
n,9051,ミズノ,6508
n,9054,ミズノ,6900
n,9055,ミズノ,6902
n,9056,ミズノ,7301
n,9057,ミズノ,7148
n,9058,ウェア,8988
n,9059,ボール,8988
n,9060,ゴールキーパー,8988
n,9061,アクセサリー,8988
n,9062,バッグ,8988
n,9063,ボール,8990
n,9064,ゴールキーパー,8990
n,9065,ミズノ,7305
n,9068,ミズノ,9067
n,9071,アディダス,8992
n,9072,ウェア,8657
n,9079,ディアドラ,9019
n,9080,設備・備品,7296
n,9081,コート用品,7308
n,9082,ウェア,7296
n,9083,ウェア,7308
n,9086,レフェリーグッズ,7296
n,9090,アクセサリ・小物,7296
n,9092,レフェリーグッズ,5897
n,9093,レフェリーグッズ,6881
n,9094,レフェリーグッズ,6895
n,9095,財布・ポーチ,6068
n,9096,アクセサリ・小物,6881
n,9097,バッグ,7296
n,9098,モルテン,5982
n,9099,記念品,6113
n,9100,記念品,6068
n,9101,空気入れ・空気圧計,6869
n,9102,空気入れ・空気圧計,6874
n,9103,ワッペン,6068
n,9104,ストラップ,6068
n,9110,コート用品,8566
n,9121,ボール,6964
n,9123,ボール,9122
n,9125,松やに・クリーナー,5919
n,9126,レフェリーグッズ,5919
n,9128,作戦盤,9127
n,9129,ハンドゴール,9127
n,9130,記念品,9124
n,9131,アクセサリー・その他,9124
n,9133,設備・備品,7310
n,9134,アクセサリー,7310
n,9135,松やに・クリーナー,7310
n,9137,アディダス,7314
n,9138,アディダス,7316
n,9143,作戦盤,7345
n,9144,カウンター,7345
n,9145,バスケットゴール・ネット,7345
n,9146,その他,7345
n,9148,その他アクセサリ・小物,6463
n,9149,アクセサリー,6895
n,9150,バッグ,6895
n,9151,アシックス,6219
n,9153,アシックス,5933
n,9157,お買い得アイテム,9156
n,9159,選り取りセット,9158
n,9165,レフェリーグッズ,5918
n,9166,ザナックス,8537
n,9167,ザナックス,8538
n,9172,グローブ,9171
n,9173,ヘッドギア・プロテクター,9171
n,9174,ウイニング,8001
n,9175,シューズ備品,8001
n,9176,ウイニング,9169
n,9178,ウイニング,9177
n,9180,グローブ備品,9177
n,9181,シューズ,9171
n,9182,ウェア,9171
n,9183,ウイニング,8005
n,9184,サポーター,8695
n,9186,シャツ（メンズ／ユニセックス）,9185
n,9187,シャツ（レディース）,9185
n,9188,パンツ（メンズ／ユニセックス）,9185
n,9189,パンツ（レディース）,9185
n,9190,下着（メンズ／ユニセックス）,9185
n,9191,下着（レディース）,9185
n,9193,ソックス（リカバリーソックス）,9185
n,9194,水・ミネラルウォーター,5186
n,9195,スポーツ飲料,5186
n,9196,コーヒー・紅茶飲料,5186
n,9197,炭酸飲料,5186
n,9198,機能性飲料,5186
n,9199,果汁飲料,5186
n,9200,お茶飲料,5186
n,9201,水・ミネラルウォーター,5456
n,9202,スポーツ飲料,5456
n,9203,コーヒー・紅茶飲料,5456
n,9204,炭酸飲料,5456
n,9205,機能性飲料,5456
n,9206,果汁飲料,5456
n,9207,お茶飲料,5456
n,9209,バッグ,8695
n,9211,ダブル3,8992
n,9213,バッグ,9210
n,9214,ダブル3,6580
n,9215,ダブル3,6566
n,9216,ダブル3,6575
n,9217,ダブル3,6567
n,9218,ダブル3,6576
n,9221,ダブル3,9220
n,9222,ダブル3,6571
n,9223,キャリーバッグ,6247
n,9227,ダンスキン,8992
n,9228,ダンスキン,6577
n,9229,ダンスキン,6578
n,9237,ウェア,9236
n,9238,バッグ,9236
n,9241,アーウィン,4651
n,9246,プロテイン,5178
n,9249,卓球台,8572
n,9252,シャツ（メンズ／ユニセックス）,9251
n,9253,パンツ（メンズ／ユニセックス）,9251
n,9256,ルコック,7436
n,9257,ルコック,7438
n,9258,ルコック,7440
n,9259,ルコック,7442
n,9264,ウェア,9263
n,9265,バッグ,9263
n,9266,ルコック,5982
n,9267,ミズノ,6035
n,9268,ミズノ,6046
n,9269,ミズノ,6047
n,9270,ミズノ,6048
n,9271,ミズノ,6049
n,9272,ミズノ,6050
n,9273,ミズノ,6056
n,9274,ミズノ,6057
n,9275,ミズノ,6058
n,9276,ミズノ,6059
n,9277,ミズノ,6060
n,9278,ミズノ,9244
n,9281,ミズノ,6886
n,9282,ミズノ,6885
n,9284,ウェア,9283
n,9285,シューズ,9283
n,9286,ボール,9283
n,9287,ダンロップ,5615
n,9288,スリクソン,5615
n,9289,ダンロップ,4982
n,9290,スリクソン,4982
n,9292,グラウンド用品,7122
n,9293,グラウンド用品,7256
n,9294,チャンピオン,5997
n,9298,ミズノ,9297
n,9299,サポーター,9283
n,9300,手袋,8197
n,9310,ウェア,9309
n,9316,単張りプレゼント,9314
n,9320,バッグ,9309
n,9321,ウェア,6374
n,9322,アクセサリ・小物,9309
n,9323,アシックス,8992
n,9324,アシックス,6568
n,9325,アシックス,6572
n,9326,アシックス,6581
n,9327,レッグウォーマー,8388
n,9328,イヤーウオーマー,8388
n,9329,ネックウォーマー・ネックガード,8388
n,9330,スリクソン,4701
n,9333,くまモン,11616
n,9335,ウェア,9334
n,9336,デサント,6007
n,9337,ネックウォーマー・ネックガード,6013
n,9339,ウェア,9338
n,9340,シューズ,9338
n,9342,サポーター,9338
n,9343,アシックス,9297
n,9344,デサント,9297
n,9345,ウェア,6365
n,9346,バッグ,6365
n,9347,ウェア,6363
n,9348,バッグ,6363
n,9349,バッグ,6374
n,9350,ウェア,6851
n,9351,バッグ,6851
n,9354,ジェーンスタイル,6003
n,9355,ジェーンスタイル,6409
n,9360,ルコック,9356
n,9361,ルコック,9357
n,9362,ルコック,9358
n,9363,ルコック,9359
n,9365,ルコック,9364
n,9370,ルコック,9366
n,9372,ルコック,9368
n,9373,ルコック,9369
n,9377,ミズノ,6219
n,9380,シューズ,
n,9381,シューズ,8695
n,9383,ウェア,9382
n,9384,アクセサリ・小物,9382
n,9385,バッグ,9382
n,9386,ボール,9382
n,9387,ライフスタイル,6780
n,9388,ウェア,9387
n,9389,アクセサリ・小物,9387
n,9390,バッグ,9387
n,9396,パンツ（ロングパンツ）,9392
n,9399,カンタベリー,9393
n,9400,カンタベリー,9394
n,9401,カンタベリー,9395
n,9402,カンタベリー,9396
n,9403,カンタベリー,9397
n,9404,カンタベリー,9398
n,9405,ボール,5901
n,9407,カンタベリー,9405
n,9408,ギルバート,9405
n,9409,バッグ,5901
n,9411,カンタベリー,9356
n,9412,カンタベリー,9357
n,9413,カンタベリー,9358
n,9414,カンタベリー,9359
n,9416,カンタベリー,9367
n,9417,カンタベリー,9368
n,9418,カンタベリー,9369
n,9419,カンタベリー,9364
n,9421,カンタベリー,7506
n,9422,カンタベリー,7511
n,9426,カンタベリー,9425
n,9427,キャップ・帽子,9391
n,9428,ヘッドキャップ,9391
n,9429,グローブ,9391
n,9430,リストバンド・アームバンド,9391
n,9431,アクセサリ・小物,5901
n,9433,カンタベリー,9432
n,9434,キャップ・帽子,7495
n,9436,ソックス,7495
n,9437,ネックウォーマー・マフラー,7495
n,9439,カンタベリー,9438
n,9447,サポーター,9309
n,9448,シューズ,9309
n,9450,アシックス,5982
n,9451,アクセサリ・小物,6365
n,9452,ウェア,6964
n,9453,アクセサリ・小物,6363
n,9455,ウェア,9454
n,9456,バッグ,9454
n,9457,アクセサリ・小物,9454
n,9459,アシックス,9458
n,9460,アシックス,9244
n,9462,アシックス,9461
n,9463,キッズ・ジュニア,7489
n,9465,シューズ,9464
n,9466,フェンシング用品,7992
n,9467,レスリング用品,7992
n,9468,銃剣道用品,7992
n,9469,太極拳用品,7992
n,9470,アシックス,8001
n,9473,アディダス,8182
n,9474,ギルバート,11616
n,9508,ラケット,9503
n,9509,ボール,9503
n,9510,ウェア,9502
n,9512,アシックス,9511
n,9513,アシックス,7436
n,9515,アシックス,7440
n,9517,グローブ,6458
n,9518,キャップ・帽子,6418
n,9519,グローブ,6418
n,9532,ルコック,9000
n,9533,アクセサリ・小物・ラケット備品他,8564
n,9534,アクセサリ・小物・ラケット備品他,8566
n,9535,アクセサリ・小物・ラケット備品他,8569
n,9537,ラコステ,9357
n,9538,ラコステ,9364
n,9539,ラコステ,9356
n,9541,ミズノ,6007
n,9545,ウェア,9544
n,9547,ウェア,9546
n,9548,アクセサリ・小物,9546
n,9549,ミズノ,9461
n,9550,ミズノ,6471
n,9551,ミズノ,6472
n,9552,ミズノ,6473
n,9553,ミズノ,6475
n,9554,ミズノ,9511
n,9555,ミズノ,6438
n,9556,ミズノ,6439
n,9562,ミズノ,6424
n,9563,ミズノ,6425
n,9564,ミズノ,6426
n,9565,ミズノ,6427
n,9566,ミズノ,6428
n,9567,ミズノ,6429
n,9568,ミズノ,6430
n,9571,SALE シューズ,9570
n,9572,SALE シューズ,9002
n,9573,ハンドボール SALE商品,4592
n,9574,SALE シューズ,9573
n,9575,コースロープ・フロート,7554
n,9576,水泳用備品,7554
n,9577,プールフロア・プールデッキ,7554
n,9578,残留塩素測定器・水温計,7554
n,9579,スクープネット・フロアドライヤ,7554
n,9580,プールクリーナー・プールカバー,7554
n,9581,監視台・レスキュー用品,7554
n,9582,すのこ・クッションマット,7554
n,9583,ビート板・ヘルパー・整理棚,7554
n,9585,パルム・フィン・ダイブ用品,7554
n,9586,プール用備品,7554
n,9587,スポーツタイマー,7554
n,9589,ASO,11615
n,9590,リガード,11623
n,9592,チューブトレーニング,9591
n,9593,バランストレーニング,9591
n,9594,ストレッチマット・ストレッチ用品,9591
n,9596,トレッドミル・バイク・クロストレーナー,9591
n,9600,腹筋台,9591
n,9609,その他トレーニング用品,9591
n,9610,トレーニング用品,8261
n,9611,トレーニング用品,6178
n,9612,バーベル・ダンベル,9598
n,9613,ベンチ,9598
n,9614,ウエイトトレーニング関連品,9598
n,9617,テニスジャンキー,11618
n,9620,プーマ,9000
n,9621,ウェア,8737
n,9622,バッグ,8752
n,9624,バッグ,8657
n,9625,SALE ボール,8214
n,9628,ルコック,8776
n,9632,ソックス,5179
n,9634,ルコック,8778
n,9640,シューズ,9639
n,9641,ミズノ,5938
n,9642,ミズノ,5937
n,9645,シューズ,9544
n,9648,シューズ,12665
n,9649,シューズ,9646
n,9650,ラコステ,9366
n,9652,コンバース,6471
n,9653,コンバース,6472
n,9654,コンバース,6473
n,9655,コンバース,6475
n,9656,コンバース,6476
n,9657,コンバース,6477
n,9658,コンバース,9461
n,9662,トップス（シャツ・ポロ他 ）,9660
n,9663,トップス（シャツ・ポロ他 ）,9661
n,9664,トップスアウター（ウィンド・長袖他）,9660
n,9665,トップスアウター（ウィンド・長袖他）,9661
n,9666,パンツ（ショートパンツ）,9660
n,9667,パンツ（ロングパンツ）,9660
n,9668,パンツ（ショートパンツ・スコート他）,9661
n,9669,パンツ（ロングパンツ）,9661
n,9670,ニッタク,9662
n,9671,バタフライ,9662
n,9672,ミズノ,9662
n,9673,TSP,9662
n,9674,ヤサカ,9662
n,9675,エクシオン,9662
n,9676,ヨーラ,9662
n,9677,ジュウイック,9662
n,9678,スティガ,9662
n,9679,ワッパー,9662
n,9680,ニッタク,9664
n,9681,バタフライ,9664
n,9682,ミズノ,9664
n,9683,TSP,9664
n,9685,ニッタク,9666
n,9686,バタフライ,9666
n,9687,ミズノ,9666
n,9688,TSP,9666
n,9689,ニッタク,9667
n,9690,バタフライ,9667
n,9692,TSP,9667
n,9693,ニッタク,9663
n,9694,バタフライ,9663
n,9695,ミズノ,9663
n,9696,TSP,9663
n,9697,ニッタク,9668
n,9698,バタフライ,9668
n,9699,ミズノ,9668
n,9700,TSP,9668
n,9701,ヤサカ,9663
n,9702,エクシオン,9663
n,9703,ヨーラ,9663
n,9704,ジュウイック,9663
n,9707,バタフライ,9665
n,9709,TSP,9665
n,9711,バタフライ,9669
n,9713,TSP,9669
n,9714,ヨーラ,9664
n,9715,ヨーラ,9667
n,9717,ヨーラ,9666
n,9718,ボール,7122
n,9719,ボール,7256
n,9721,ミズノ,7263
n,9723,ヴィクタス,9662
n,9724,コンバース,6478
n,9725,コンバース,6479
n,9726,ボールバッグ,9161
n,9727,シューズケース,9161
n,9728,リュック／デイバッグ,9161
n,9729,サポーター,5918
n,9735,コンバース,9732
n,9736,コンバース,9731
n,9737,コンバース,9730
n,9739,ウェア,9738
n,9740,バッグ,9738
n,9744,チャンピオン,6471
n,9745,チャンピオン,6472
n,9746,チャンピオン,6473
n,9747,チャンピオン,6475
n,9748,チャンピオン,6476
n,9749,チャンピオン,6477
n,9751,チャンピオン,9732
n,9754,チャンピオン,6478
n,9755,チャンピオン,6479
n,9756,チャンピオン,6000
n,9757,チャンピオン,6006
n,9762,ハードル,7990
n,9763,スピードラダー,7990
n,9764,テント・転倒防止用品,7557
n,9765,テント・転倒防止用品,7970
n,9771,ミズノ,8001
n,9772,ボクシング用品,5280
n,9773,シューズ,9772
n,9774,ミズノ,8882
n,9775,カンタベリー,9028
n,9777,SALE ウェア,9776
n,9778,アシックス,9038
n,9779,アシックス,8227
n,9781,シューズ,9780
n,9782,パンプス,7488
n,9785,アディダス,9177
n,9787,アディダス,8005
n,9788,アディダス,9169
n,9790,グローブ,9789
n,9791,ウェア,9789
n,9793,ヘッドギア・プロテクター,9789
n,9795,コンバース,9794
n,9799,アディダス,9798
n,9800,練習用具,9789
n,9802,アディダス,9801
n,9804,ラケット,9803
n,9805,ラバー,9803
n,9807,アクセサリ・小物・ラケット備品他,8655
n,9808,卓球台,9803
n,9809,バンテージ,7993
n,9810,バンテージ,9789
n,9811,マウスピース・ガード,9789
n,9812,マウスピース・ガード,7993
n,9813,グローブ,7992
n,9814,レガース・プロテクター,7992
n,9815,キックミット,7992
n,9816,パンチングミット,7992
n,9817,その他キャッチャー用品,7381
n,9820,アディダス,9819
n,9823,タオル,9822
n,9824,ミニバッグ・小物入れ,7504
n,9826,コンバース,9825
n,9827,タオル,6463
n,9828,アクセサリ・小物,9738
n,9832,バッグ,9829
n,9833,ミズノ,6478
n,9834,ミズノ,6479
n,9836,ルイスビルスラッガー,7030
n,9837,バボラ,5226
n,9839,ゴーセン,5226
n,9847,インソール,
n,9853,デサント,9798
n,9854,ミズノ,9798
n,9866,ニューバランス,9819
n,9869,アンブロ,9868
n,9870,ミズノ,9868
n,9872,ディアドラ,9819
n,9873,エレッセ,8778
n,9875,ディアドラ,8778
n,9877,アンブロ,9798
n,9878,ルコック,9798
n,9881,ウェア,9880
n,9882,バッグ,9880
n,9884,ニューバランス,9883
n,9885,ニューバランス,6616
n,9887,ニューバランス,6618
n,9894,ウエア,8874
n,9902,アシックス,4972
n,9903,アシックス,4973
n,9904,アシックス,4974
n,9905,アシックス,4975
n,9907,ダンスキン,9883
n,9914,オピタノ,5142
n,9915,スリクソン,4714
n,9916,ストリング,9503
n,9920,プリンス,4966
n,9921,ウィルソン,4966
n,9922,エムズプロジェクト,4966
n,9923,ウェア,9803
n,9924,マーク加工対応,9917
n,9925,マーク加工非対応,9917
n,9928,マーク加工対応,9919
n,9929,マーク加工非対応,9919
